ctg_name,ctg_no,depth,parent_ctg_name,parent_ctg_no,is_leaf
우주복/바디슈트/점프슈트,2303081928,2,베이비 남아 (0-3세),2303081905,False
우주복,2303082078,3,우주복/바디슈트/점프슈트,2303081928,True
바디슈트,2303082077,3,우주복/바디슈트/점프슈트,2303081928,True
점프슈트/오버롤,2303082076,3,우주복/바디슈트/점프슈트,2303081928,True
상/하의 세트,2303081927,2,베이비 남아 (0-3세),2303081905,True
실내복/잠옷/언더웨어,2303081926,2,베이비 남아 (0-3세),2303081905,False
내의/실내복,2303082369,3,실내복/잠옷/언더웨어,2303081926,True
언더웨어,2303082367,3,실내복/잠옷/언더웨어,2303081926,True
스포츠웨어/수영복,2303082378,2,베이비 남아 (0-3세),2303081905,False
수영복/수영 용품,2303082379,3,스포츠웨어/수영복,2303082378,True
한복/파티복/코스튬,2303081925,2,베이비 남아 (0-3세),2303081905,True
베이비 여아 (0-3세),2303081904,1,키즈,2303081817,False
아우터,2303081947,2,베이비 여아 (0-3세),2303081904,False
자켓,2303082395,3,아우터,2303081947,True
점프/바람막이,2303082394,3,아우터,2303081947,True
패딩/다운,2303082392,3,아우터,2303081947,True
티셔츠,2303081946,2,베이비 여아 (0-3세),2303081904,False
롱슬리브,2303082412,3,티셔츠,2303081946,True
숏슬리브,2303082411,3,티셔츠,2303081946,True
맨투맨/후디,2303081945,2,베이비 여아 (0-3세),2303081904,False
맨투맨,2303082413,3,맨투맨/후디,2303081945,True
블라우스/셔츠,2303081944,2,베이비 여아 (0-3세),2303081904,False
긴팔 블라우스/셔츠,2303082419,3,블라우스/셔츠,2303081944,True
반팔/7부/민소매 블라우스/셔츠,2303082418,3,블라우스/셔츠,2303081944,True
니트/가디건/조끼,2303081943,2,베이비 여아 (0-3세),2303081904,False
가디건,2303082422,3,니트/가디건/조끼,2303081943,True
조끼/베스트,2303082421,3,니트/가디건/조끼,2303081943,True
팬츠,2303081942,2,베이비 여아 (0-3세),2303081904,False
조거/트랙/스웻,2303082434,3,팬츠,2303081942,True
레깅스,2303082433,3,팬츠,2303081942,True
캐주얼팬츠,2303082432,3,팬츠,2303081942,True
캐주얼쇼츠,2303082430,3,팬츠,2303081942,True
데님팬츠,2303081941,2,베이비 여아 (0-3세),2303081904,False
롱팬츠,2303082436,3,데님팬츠,2303081941,True
우주복/바디슈트/점프슈트,2303081940,2,베이비 여아 (0-3세),2303081904,False
우주복,2303082447,3,우주복/바디슈트/점프슈트,2303081940,True
바디슈트,2303082446,3,우주복/바디슈트/점프슈트,2303081940,True
점프슈트/오버롤,2303082445,3,우주복/바디슈트/점프슈트,2303081940,True
원피스/스커트,2303081939,2,베이비 여아 (0-3세),2303081904,False
긴팔 원피스,2303082450,3,원피스/스커트,2303081939,True
반팔/민소매 원피스,2303082449,3,원피스/스커트,2303081939,True
상/하의 세트,2303081938,2,베이비 여아 (0-3세),2303081904,True
실내복/잠옷/언더웨어,2303081937,2,베이비 여아 (0-3세),2303081904,False
내의/실내복,2303082464,3,실내복/잠옷/언더웨어,2303081937,True
스포츠웨어/수영복,2303082385,2,베이비 여아 (0-3세),2303081904,False
수영복/수영 용품,2303082471,3,스포츠웨어/수영복,2303082385,True
한복/파티복/코스튬,2303081936,2,베이비 여아 (0-3세),2303081904,True
남아 (4-16세),2303081903,1,키즈,2303081817,False
아우터,2303081965,2,남아 (4-16세),2303081903,False
자켓,2303082499,3,아우터,2303081965,True
점퍼/바람막이,2303082498,3,아우터,2303081965,True
코트,2303082496,3,아우터,2303081965,True
패딩/다운,2303082495,3,아우터,2303081965,True
티셔츠,2303081964,2,남아 (4-16세),2303081903,False
롱슬리브,2303082503,3,티셔츠,2303081964,True
숏슬리브,2303082502,3,티셔츠,2303081964,True
슬리브리스,2303082501,3,티셔츠,2303081964,True
카라형/폴로,2303082500,3,티셔츠,2303081964,True
맨투맨/후디,2303081963,2,남아 (4-16세),2303081903,False
맨투맨,2303082506,3,맨투맨/후디,2303081963,True
후디,2303082505,3,맨투맨/후디,2303081963,True
집업,2303082504,3,맨투맨/후디,2303081963,True
셔츠,2303081962,2,남아 (4-16세),2303081903,True
니트/가디건/조끼,2303081961,2,남아 (4-16세),2303081903,False
니트/스웨터,2303082509,3,니트/가디건/조끼,2303081961,True
가디건,2303082508,3,니트/가디건/조끼,2303081961,True
조끼/베스트,2303082507,3,니트/가디건/조끼,2303081961,True
팬츠,2303081960,2,남아 (4-16세),2303081903,False
조거/트랙/스웻,2303082515,3,팬츠,2303081960,True
레깅스,2303082514,3,팬츠,2303081960,True
캐주얼팬츠,2303082513,3,팬츠,2303081960,True
스웻쇼츠,2303082512,3,팬츠,2303081960,True
캐주얼쇼츠,2303082511,3,팬츠,2303081960,True
데님팬츠,2303081959,2,남아 (4-16세),2303081903,False
롱팬츠,2303082518,3,데님팬츠,2303081959,True
숏팬츠,2303082517,3,데님팬츠,2303081959,True
상/하의 세트,2303081958,2,남아 (4-16세),2303081903,True
실내복/잠옷/언더웨어,2303081957,2,남아 (4-16세),2303081903,False
잠옷/파자마,2303082527,3,실내복/잠옷/언더웨어,2303081957,True
언더웨어,2303082526,3,실내복/잠옷/언더웨어,2303081957,True
스포츠웨어/수영복,2303081956,2,남아 (4-16세),2303081903,False
스포츠웨어/스포츠용품,2303082530,3,스포츠웨어/수영복,2303081956,True
수영복/수영 용품,2303082529,3,스포츠웨어/수영복,2303081956,True
여아 (4-16세),2303081902,1,키즈,2303081817,False
아우터,2303081979,2,여아 (4-16세),2303081902,False
자켓,2303082563,3,아우터,2303081979,True
점퍼/바람막이,2303082562,3,아우터,2303081979,True
트렌치/사파리,2303082561,3,아우터,2303081979,True
코트,2303082560,3,아우터,2303081979,True
패딩/다운,2303082559,3,아우터,2303081979,True
무스탕/Fur,2303082558,3,아우터,2303081979,True
티셔츠,2303081978,2,여아 (4-16세),2303081902,False
롱슬리브,2303082567,3,티셔츠,2303081978,True
숏슬리브,2303082566,3,티셔츠,2303081978,True
슬리브리스,2303082565,3,티셔츠,2303081978,True
카라형/폴로,2303082564,3,티셔츠,2303081978,True
맨투맨/후디,2303081977,2,여아 (4-16세),2303081902,False
맨투맨,2303082569,3,맨투맨/후디,2303081977,True
후디,2303082570,3,맨투맨/후디,2303081977,True
집업,2303082568,3,맨투맨/후디,2303081977,True
블라우스/셔츠,2303081976,2,여아 (4-16세),2303081902,False
긴팔 블라우스/셔츠,2303082573,3,블라우스/셔츠,2303081976,True
반팔/7부 블라우스/셔츠,2303082572,3,블라우스/셔츠,2303081976,True
민소매 블라우스/셔츠,2303082571,3,블라우스/셔츠,2303081976,True
니트/가디건/조끼,2303081975,2,여아 (4-16세),2303081902,False
니트/스웨터,2303082576,3,니트/가디건/조끼,2303081975,True
가디건,2303082575,3,니트/가디건/조끼,2303081975,True
조끼/베스트,2303082574,3,니트/가디건/조끼,2303081975,True
팬츠,2303081974,2,여아 (4-16세),2303081902,False
조거/트랙/스웻,2303082581,3,팬츠,2303081974,True
레깅스,2303082580,3,팬츠,2303081974,True
캐주얼팬츠,2303082579,3,팬츠,2303081974,True
스웻쇼츠,2303082578,3,팬츠,2303081974,True
캐주얼쇼츠,2303082577,3,팬츠,2303081974,True
데님팬츠,2303081973,2,여아 (4-16세),2303081902,False
롱팬츠,2303082583,3,데님팬츠,2303081973,True
숏팬츠,2303082582,3,데님팬츠,2303081973,True
원피스/스커트/점프슈트,2303081972,2,여아 (4-16세),2303081902,False
긴팔 원피스,2303082587,3,원피스/스커트/점프슈트,2303081972,True
반팔/민소매 원피스,2303082586,3,원피스/스커트/점프슈트,2303081972,True
스커트,2303082585,3,원피스/스커트/점프슈트,2303081972,True
점프슈트/오버롤,2303082584,3,원피스/스커트/점프슈트,2303081972,True
상/하의 세트,2303081971,2,여아 (4-16세),2303081902,True
실내복/잠옷/언더웨어,2303081970,2,여아 (4-16세),2303081902,False
잠옷/파자마,2303082589,3,실내복/잠옷/언더웨어,2303081970,True
언더웨어,2303082588,3,실내복/잠옷/언더웨어,2303081970,True
스포츠웨어/수영복,2303081969,2,여아 (4-16세),2303081902,False
수영복/수영 용품,2303082590,3,스포츠웨어/수영복,2303081969,True
스포츠웨어/스포츠 용품,2303082591,3,스포츠웨어/수영복,2303081969,True
백/슈즈/액세서리,2303081900,1,키즈,2303081817,False
신발,2303082017,2,백/슈즈/액세서리,2303081900,False
운동화/구두,2303082595,3,신발,2303082017,True
샌들/슬리퍼,2303082594,3,신발,2303082017,True
부츠/장화,2303082593,3,신발,2303082017,True
가방/지갑,2303082016,2,백/슈즈/액세서리,2303081900,False
백팩,2303082597,3,가방/지갑,2303082016,True
숄더백/크로스백/토트백,2303082596,3,가방/지갑,2303082016,True
모자/장갑,2303082015,2,백/슈즈/액세서리,2303081900,False
모자,2303082599,3,모자/장갑,2303082015,True
장갑,2303082598,3,모자/장갑,2303082015,True
머플러/목도리,2303082014,2,백/슈즈/액세서리,2303081900,True
헤어 악세서리/선글라스/패션 잡화,2303082013,2,백/슈즈/액세서리,2303081900,False
헤어 악세서리,2303082602,3,헤어 악세서리/선글라스/패션 잡화,2303082013,True
선글라스/안경테,2303082601,3,헤어 악세서리/선글라스/패션 잡화,2303082013,True
시계/목걸이/팔찌/악세서리,2303082600,3,헤어 악세서리/선글라스/패션 잡화,2303082013,True
양말/타이즈,2303082012,2,백/슈즈/액세서리,2303081900,True
기타,2303082011,2,백/슈즈/액세서리,2303081900,True
리빙/토이,2303081899,1,키즈,2303081817,False
목욕/위생용품,2303082020,2,리빙/토이,2303081899,False
스킨/바디케이,2303082603,3,목욕/위생용품,2303082020,True
완구/교구,2303082019,2,리빙/토이,2303081899,False
블록/작동 완구,2303082605,3,완구/교구,2303082019,True
인형,2303082604,3,완구/교구,2303082019,True
식기,2303082018,2,리빙/토이,2303081899,True
기타 용품,2303082021,2,리빙/토이,2303081899,True
전체,2303082120,1,라이프,2303082120,True
디지털/가전,2303082138,1,라이프,2303082120,False
음향/영상가전,2303082152,2,디지털/가전,2303082138,False
이어폰,2303082169,3,음향/영상가전,2303082152,True
헤드폰,2303082168,3,음향/영상가전,2303082152,True
스피커,2303082167,3,음향/영상가전,2303082152,True
턴테이블,2303082166,3,음향/영상가전,2303082152,True
TV/모니터,2303082165,3,음향/영상가전,2303082152,True
마이크,2303082163,3,음향/영상가전,2303082152,True
앰프/리시버,2303082162,3,음향/영상가전,2303082152,True
음향 주변기기,2303082161,3,음향/영상가전,2303082152,True
카메라,2303082151,2,디지털/가전,2303082138,False
디지털카메라,2303082187,3,카메라,2303082151,True
즉석/필름카메라,2303082186,3,카메라,2303082151,True
렌즈/렌즈용품,2303082185,3,카메라,2303082151,True
액션캠/드론,2303082184,3,카메라,2303082151,True
포토 프린터,2303082183,3,카메라,2303082151,True
케이스,2303082181,3,카메라,2303082151,True
기타 카메라 기기,2303082180,3,카메라,2303082151,True
디지털/게임,2303082150,2,디지털/가전,2303082138,False
컴퓨터/노트북,2303082220,3,디지털/게임,2303082150,True
휴대폰,2303082219,3,디지털/게임,2303082150,True
게임기/게임타이틀,2303082217,3,디지털/게임,2303082150,True
마우스/키보드,2303082216,3,디지털/게임,2303082150,True
PC주변기기,2303082215,3,디지털/게임,2303082150,True
스마트워치/밴드,2303082214,3,디지털/게임,2303082150,True
복합기/프린터/스캐너,2303082213,3,디지털/게임,2303082150,True
디지털 액세서리,2303082212,3,디지털/게임,2303082150,True
기타 디지털 기기,2303082211,3,디지털/게임,2303082150,True
주방가전,2303082149,2,디지털/가전,2303082138,False
냉장고/와인셀러,2303082244,3,주방가전,2303082149,True
가스레인지/인덕션,2303082243,3,주방가전,2303082149,True
오븐/전자레인지,2303082242,3,주방가전,2303082149,True
식기세척기/건조기,2303082241,3,주방가전,2303082149,True
커피메이커/머신,2303082240,3,주방가전,2303082149,True
에어프라이어/전기쿠커,2303082239,3,주방가전,2303082149,True
토스터/와플메이커,2303082238,3,주방가전,2303082149,True
전기밥솥,2303082245,3,주방가전,2303082149,True
정수기,2303082246,3,주방가전,2303082149,True
전기포트,2303082247,3,주방가전,2303082149,True
믹서/착즙기,2303082248,3,주방가전,2303082149,True
음식물처리기,2303082249,3,주방가전,2303082149,True
수비드머신/진공포장기,2303082250,3,주방가전,2303082149,True
기타 주방가전,2303082260,3,주방가전,2303082149,True
생활가전,2303082148,2,디지털/가전,2303082138,False
세탁기/건조기,2303082272,3,생활가전,2303082148,True
의류관리기,2303082271,3,생활가전,2303082148,True
청소기,2303082270,3,생활가전,2303082148,True
안마기/안마의자,2303082269,3,생활가전,2303082148,True
다리미/보풀제거기,2303082268,3,생활가전,2303082148,True
전동칫솔/구강세정기,2303082267,3,생활가전,2303082148,True
멀티탭,2303082265,3,생활가전,2303082148,True
기타 생활가전,2303082264,3,생활가전,2303082148,True
공기청정/계절가전,2303082147,2,디지털/가전,2303082138,False
에어컨,2303082290,3,공기청정/계절가전,2303082147,True
공기청정기,2303082289,3,공기청정/계절가전,2303082147,True
가습기,2303082288,3,공기청정/계절가전,2303082147,True
선풍기,2303082287,3,공기청정/계절가전,2303082147,True
제습기,2303082286,3,공기청정/계절가전,2303082147,True
전기히터/온풍기,2303082285,3,공기청정/계절가전,2303082147,True
기타 계절가전,2303082284,3,공기청정/계절가전,2303082147,True
이미용가전,2303082145,2,디지털/가전,2303082138,False
드라이기,2303082298,3,이미용가전,2303082145,True
고데기/매직기,2303082297,3,이미용가전,2303082145,True
면도기,2303082296,3,이미용가전,2303082145,True
제모기,2303082295,3,이미용가전,2303082145,True
기타 이미용가전,2303082294,3,이미용가전,2303082145,True
기타,2303082144,2,디지털/가전,2303082138,True
아트,2303082137,1,라이프,2303082120,False
오리지널 원화,2303082313,2,아트,2303082137,True
아트 에디션,2303082312,2,아트,2303082137,True
아트 포스터,2303082311,2,아트,2303082137,True
아트 굿즈,2303082310,2,아트,2303082137,True
가구,2303082136,1,라이프,2303082120,False
침실 가구,2303082336,2,가구,2303082136,False
침대,2303082341,3,침실 가구,2303082336,True
매트리스/토퍼,2303082340,3,침실 가구,2303082336,True
옷장/드레스룸,2303082339,3,침실 가구,2303082336,True
서랍장/협탁,2303082338,3,침실 가구,2303082336,True
화장대/거울,2303082337,3,침실 가구,2303082336,True
거실 가구,2303082335,2,가구,2303082136,False
소파,2303082348,3,거실 가구,2303082335,True
거실장,2303082347,3,거실 가구,2303082335,True
좌식/티테이블,2303082346,3,거실 가구,2303082335,True
서재 가구,2303082334,2,가구,2303082136,False
책상/세트,2303082358,3,서재 가구,2303082334,True
책장,2303082357,3,서재 가구,2303082334,True
서재의자,2303082356,3,서재 가구,2303082334,True
사무용품,2303082355,3,서재 가구,2303082334,True
주방 가구,2303082333,2,가구,2303082136,False
식탁/세트,2303082361,3,주방 가구,2303082333,True
식탁의자,2303082360,3,주방 가구,2303082333,True
주방 수납장,2303082359,3,주방 가구,2303082333,True
키즈/소형 가구,2303082332,2,가구,2303082136,False
키즈 침대/매트리스,2303082366,3,키즈/소형 가구,2303082332,True
키즈 옷장/서랍장,2303082365,3,키즈/소형 가구,2303082332,True
키즈 책상/의자,2303082364,3,키즈/소형 가구,2303082332,True
키즈 책장,2303082363,3,키즈/소형 가구,2303082332,True
스몰 테이블,2303082362,3,키즈/소형 가구,2303082332,True
조명,2303082135,1,라이프,2303082120,False
펜던트 조명,2303082384,2,조명,2303082135,True
벽조명,2303082383,2,조명,2303082135,True
플로어 조명,2303082382,2,조명,2303082135,True
데스크/포터블 조명,2303082381,2,조명,2303082135,True
무드등/장식조명,2303082380,2,조명,2303082135,True
키친/다이닝,2303082134,1,라이프,2303082120,False
조리도구/도마/칼,2303082408,2,키친/다이닝,2303082134,True
식기,2303082407,2,키친/다이닝,2303082134,True
수저/쟁반/매트,2303082396,2,키친/다이닝,2303082134,True
컵/잔/물병,2303082406,2,키친/다이닝,2303082134,True
디저트/스낵용품,2303082405,2,키친/다이닝,2303082134,True
냄비/솥/팬,2303082404,2,키친/다이닝,2303082134,True
채반/볼,2303082403,2,키친/다이닝,2303082134,True
밀폐용기,2303082402,2,키친/다이닝,2303082134,True
도시락/보온병/가방,2303082401,2,키친/다이닝,2303082134,True
주방수납,2303082400,2,키친/다이닝,2303082134,True
주방수예/소품/청소,2303082399,2,키친/다이닝,2303082134,True
커피/와인/베이커리용품,2303082398,2,키친/다이닝,2303082134,True
세트,2303082397,2,키친/다이닝,2303082134,True
리빙,2303082133,1,라이프,2303082120,False
욕실/클리닝,2303082429,2,리빙,2303082133,False
타월/매트/가운,2303082444,3,욕실/클리닝,2303082429,True
샤워볼/샤워타월,2303082443,3,욕실/클리닝,2303082429,True
구강/세안/위생용품,2303082442,3,욕실/클리닝,2303082429,True
욕실소품/잡화,2303082441,3,욕실/클리닝,2303082429,True
욕실수납/정리,2303082440,3,욕실/클리닝,2303082429,True
세탁/건조용품,2303082439,3,욕실/클리닝,2303082429,True
청소용품,2303082438,3,욕실/클리닝,2303082429,True
세트,2303082437,3,욕실/클리닝,2303082429,True
침구/패브릭,2303082428,2,리빙,2303082133,False
홑/겹이불/담요,2303082461,3,침구/패브릭,2303082428,True
누비/차렵이불,2303082460,3,침구/패브릭,2303082428,True
패드/스프레드,2303082459,3,침구/패브릭,2303082428,True
베개/베개커버,2303082458,3,침구/패브릭,2303082428,True
이불커버,2303082457,3,침구/패브릭,2303082428,True
매트리스커버,2303082456,3,침구/패브릭,2303082428,True
이불솜/베개솜,2303082455,3,침구/패브릭,2303082428,True
방석/쿠션,2303082454,3,침구/패브릭,2303082428,True
러그/매트,2303082453,3,침구/패브릭,2303082428,True
거실화,2303082452,3,침구/패브릭,2303082428,True
세트,2303082451,3,침구/패브릭,2303082428,True
수납/정리,2303082427,2,리빙,2303082133,False
옷장 수납,2303082477,3,수납/정리,2303082427,True
화장대 수납,2303082476,3,수납/정리,2303082427,True
데스크 수납,2303082475,3,수납/정리,2303082427,True
선반/현관 수납,2303082474,3,수납/정리,2303082427,True
수납/세탁 바구니,2303082473,3,수납/정리,2303082427,True
다용도 수납,2303082472,3,수납/정리,2303082427,True
홈데코,2303082426,2,리빙,2303082133,False
금고,2303082485,3,홈데코,2303082426,True
액자,2303082484,3,홈데코,2303082426,True
시계,2303082483,3,홈데코,2303082426,True
거울,2303082482,3,홈데코,2303082426,True
디퓨저/방향제,2303082481,3,홈데코,2303082426,True
캔들/캔들홀더,2303082480,3,홈데코,2303082426,True
화병/조화,2303082479,3,홈데코,2303082426,True
디자인 소품,2303082478,3,홈데코,2303082426,True
여행소품/문구,2303082425,2,리빙,2303082133,False
캐리어/여행가방,2303082492,3,여행소품/문구,2303082425,True
여행 파우치,2303082491,3,여행소품/문구,2303082425,True
리필용기/여행소품,2303082490,3,여행소품/문구,2303082425,True
공책/수첩/카드,2303082489,3,여행소품/문구,2303082425,True
필기류,2303082488,3,여행소품/문구,2303082425,True
기타 소품,2303082487,3,여행소품/문구,2303082425,True
꽃/식물,2303082424,2,리빙,2303082133,False
생화,2303082493,3,꽃/식물,2303082424,True
웰빙/푸드,2303082132,1,라이프,2303082120,False
건강기능식품,2303082641,2,웰빙/푸드,2303082132,True
커피/티/세트,2303082640,2,웰빙/푸드,2303082132,True
기타,2303082639,2,웰빙/푸드,2303082132,True
반려동물,2303082131,1,라이프,2303082120,False
사료/간식,2303082525,2,반려동물,2303082131,True
패션,2303082524,2,반려동물,2303082131,True
산책/외출용품,2303082523,2,반려동물,2303082131,True
하우스/리빙,2303082522,2,반려동물,2303082131,True
식기,2303082521,2,반려동물,2303082131,True
장난감,2303082520,2,반려동물,2303082131,True
미용/기타,2303082519,2,반려동물,2303082131,True
취미,2407138234,1,라이프,2303082120,False
블록완구,2407138236,2,취미,2407138234,True
피규어,2407138237,2,취미,2407138234,True
프라모델,2407138238,2,취미,2407138234,True
RC,2407138239,2,취미,2407138234,True
미니카,2408142216,2,취미,2407138234,True
